City_ID,City,Lat,Lng,Max Temp (C),Humidity,Cloudiness,Wind Speed,Country,Date
283,deqen,29.9618,90.7188,13.670000000000016,41,97,4.16,CN,1684991636
284,tari,12.4086,4.4914,29.960000000000036,54,99,4.0,NG,1684991636
285,freetown,8.484,-13.2299,25.420000000000016,91,100,2.39,SL,1684991636
286,chonchi,-42.6128,-73.8092,8.560000000000002,85,88,6.33,CL,1684991637
287,las heras,-46.5419,-68.9359,5.730000000000018,49,20,14.87,AR,1684991637
288,aykhal,66.0,111.5,1.2900000000000205,80,100,6.27,RU,1684991637
289,kone,-21.0595,164.8658,23.840000000000032,50,20,3.9,NC,1684991637
290,reynosa,26.0833,-98.2833,26.230000000000018,82,75,4.12,MX,1684991582
291,namie,37.4833,141.0,22.53000000000003,51,100,0.45,JP,1684991638
292,dokkum,53.3222,5.997,11.100000000000023,100,13,2.06,NL,1684991638
293,tucuma,-0.1833,-50.05,24.140000000000043,95,93,2.52,BR,1684991638
294,baiyin,36.5583,104.2081,18.060000000000002,18,100,2.62,CN,1684991639
295,port shepstone,-30.7414,30.455,18.170000000000016,50,53,4.45,ZA,1684991639
296,richards bay,-28.783,32.0377,17.610000000000014,87,7,5.27,ZA,1684991639
297,strezhevoy,60.7333,77.5889,13.470000000000027,34,19,3.62,RU,1684991639
298,morehead city,34.7229,-76.726,16.689999999999998,80,20,3.13,US,1684991639
299,big bend,-26.8167,31.9333,15.730000000000018,92,8,1.73,SZ,1684991640
300,aldinga beach,-35.2793,138.4604,15.800000000000011,80,100,9.86,AU,1684991497
301,allapalli,19.4167,80.0667,35.210000000000036,36,89,1.74,IN,1684991640
302,rongelap,11.1635,166.8941,27.80000000000001,78,94,6.8,MH,1684991640
303,kunhegyes,47.3667,20.6333,16.100000000000023,82,11,4.18,HU,1684991358
304,minas de marcona,-15.2119,-75.1103,14.510000000000048,88,56,4.6,PE,1684991641
305,flying fish cove,-10.4217,105.6791,26.82000000000005,83,100,6.17,CX,1684991641
306,kizhinga,51.8462,109.9097,11.189999999999998,26,96,6.3,RU,1684991641
307,vila franca do campo,37.7167,-25.4333,16.230000000000018,90,56,2.3,PT,1684991642
308,kill devil hills,36.0307,-75.676,14.990000000000009,92,100,5.14,US,1684991517
309,glace bay,46.1969,-59.957,4.6200000000000045,94,100,4.12,CA,1684991642
310,maumere,-8.6199,122.2111,29.120000000000005,67,41,2.66,ID,1684991643
311,ujae,8.9322,165.7642,27.900000000000034,77,100,6.58,MH,1684991643
312,lompoc,34.6391,-120.4579,14.080000000000041,88,100,3.09,US,1684991535
313,bulungu,-4.55,18.6,21.80000000000001,92,39,1.39,CD,1684991644
314,mugia,43.1041,-9.2179,13.840000000000032,84,60,7.77,ES,1684991645
315,mejit,10.2753,170.8646,27.57000000000005,78,100,6.93,MH,1684991645
316,rampur,28.8167,79.0333,32.76000000000005,38,65,3.26,IN,1684991645
317,kudahuvadhoo,2.6708,72.8944,28.730000000000018,73,98,3.54,MV,1684991646
318,pendleton,45.6721,-118.7886,16.78000000000003,51,0,3.6,US,1684991646
319,mutare,-18.9707,32.6709,14.120000000000005,93,6,0.77,ZW,1684991647
320,beau vallon,-20.4189,57.6953,27.340000000000032,74,23,2.46,MU,1684991647
321,bima,-8.4667,118.7167,30.75,60,7,3.1,ID,1684991647
322,holualoa,19.6228,-155.9522,24.910000000000025,79,40,2.57,US,1684991648
323,uglegorsk,49.0833,142.0333,15.730000000000018,60,55,4.22,RU,1684991648
324,ishigaki,24.3448,124.1572,25.620000000000005,77,39,3.06,JP,1684991648
325,sabang,5.8933,95.3214,28.950000000000045,76,65,7.51,ID,1684991648
326,bubaque,11.2833,-15.8333,27.410000000000025,69,91,5.47,GW,1684991649
327,al fulah,11.7329,28.3579,30.870000000000005,32,3,3.97,SD,1684991649
328,ad dilam,23.9915,47.1627,32.23000000000002,25,4,5.65,SA,1684991650
329,alice springs,-23.7,133.8833,25.75,12,0,3.09,AU,1684991650
330,dubinino,55.6192,89.0911,9.460000000000036,39,28,3.94,RU,1684991650
331,altai,46.3722,96.2583,9.970000000000027,34,71,3.53,MN,1684991651
332,qarazhal,48.0078,70.7903,22.02000000000004,26,16,6.0,KZ,1684991651
333,carnarvon,-24.8667,113.6333,25.05000000000001,43,100,7.37,AU,1684991477
334,arteche,12.2645,125.4048,31.30000000000001,64,99,4.02,PH,1684991652
335,abepura,-2.6333,140.5833,32.450000000000045,52,40,1.54,ID,1684991652
336,ghat,24.9647,10.1728,26.600000000000023,13,97,2.32,LY,1684991652
337,pizhou,34.3114,117.9503,26.400000000000034,41,53,2.78,CN,1684991653
338,pelabuhanratu,-6.9875,106.5514,30.590000000000032,61,69,2.58,ID,1684991653
339,weno,7.4515,151.8468,28.30000000000001,67,99,0.61,FM,1684991653
340,san patricio,28.017,-97.5169,26.920000000000016,79,34,2.76,US,1684991654
341,yuci,37.6803,112.7319,22.860000000000014,35,40,3.0,CN,1684991654
342,kendari,-3.945,122.4989,27.53000000000003,84,98,0.75,ID,1684991654
343,zouerate,22.7187,-12.4521,23.32000000000005,38,100,1.08,MR,1684991655
344,ugoofaaru,5.6667,73.0,29.08000000000004,72,68,3.08,MV,1684991655
345,dudinka,69.4058,86.1778,0.9000000000000341,93,100,2.86,RU,1684991656
346,lionel town,17.8101,-77.2406,27.939999999999998,86,0,0.72,JM,1684991656
347,walvis bay,-22.9575,14.5053,13.379999999999995,89,6,2.36,NA,1684991588
348,mlangali,-9.7833,34.5167,14.200000000000045,86,26,2.1,TZ,1684991657
349,ham,49.7472,3.073,9.29000000000002,93,46,3.87,FR,1684991657
350,novodvinsk,64.4165,40.8122,18.430000000000007,65,54,3.03,RU,1684991658
351,baganga,7.5739,126.56,30.110000000000014,73,77,1.91,PH,1684991658
352,san luis,-33.295,-66.3356,15.950000000000045,82,53,3.56,AR,1684991659
353,xining,36.6167,101.7667,13.840000000000032,43,100,5.68,CN,1684991487
354,kailua-kona,19.6406,-155.9956,26.980000000000018,79,40,2.57,US,1684991659
355,aripuana,-9.1667,-60.6333,24.33000000000004,85,100,0.71,BR,1684991660
356,mutoko,-17.397,32.2268,13.54000000000002,76,0,1.3,ZW,1684991660
357,tamanrasset,22.785,5.5228,22.950000000000045,16,0,2.57,DZ,1684991660
358,hauterive,46.0901,3.4459,10.420000000000016,96,6,1.09,FR,1684991661
359,thunder bay,48.4001,-89.3168,-1.009999999999991,86,0,1.54,CA,1684991661
360,awjilah,29.1081,21.2869,25.78000000000003,27,79,7.84,LY,1684991661
361,abalak,58.1286,68.5944,21.54000000000002,43,50,3.47,RU,1684991662
362,niamey,13.5137,2.1098,30.160000000000025,51,0,3.09,NE,1684991662
363,lillehammer,61.1146,10.4674,8.020000000000039,52,0,1.68,NO,1684991662
364,machico,32.7,-16.7667,17.620000000000005,82,20,1.54,PT,1684991662
365,inhambane,-23.865,35.3833,21.670000000000016,73,5,3.64,MZ,1684991663
366,riberalta,-10.9833,-66.1,22.58000000000004,99,100,0.66,BO,1684991664
367,kouroussa,10.65,-9.8833,24.200000000000045,85,70,1.54,GN,1684991664
368,coruripe,-10.1256,-36.1756,23.640000000000043,87,7,0.53,BR,1684991664
369,kavaratti,10.5669,72.642,29.660000000000025,66,7,2.1,IN,1684991664
370,capayan,-28.761,-66.0502,21.0,81,7,0.23,AR,1684991665
371,calera,33.1029,-86.7536,19.30000000000001,95,100,0.0,US,1684991665
372,nova sintra,14.8667,-24.7167,20.30000000000001,80,93,4.75,CV,1684991665
373,nova vicosa,-17.8919,-39.3719,23.79000000000002,76,14,5.51,BR,1684991666
374,port-vila,-17.7338,168.3219,24.78000000000003,69,75,3.09,VU,1684991666
375,pelabuhan klang,3.0,101.4,33.82000000000005,67,26,2.22,MY,1684991666
376,deqing,30.5448,119.9599,27.160000000000025,52,88,1.83,CN,1684991667
377,zhongshan,21.3226,110.5829,29.660000000000025,78,99,6.58,CN,1684991667
378,yashkul',46.1711,45.3435,24.980000000000018,48,97,1.58,RU,1684991667
379,atyrau,47.1167,51.8833,28.010000000000048,18,35,14.0,KZ,1684991399
380,santa elena de uairen,4.6167,-61.1333,20.760000000000048,90,100,0.98,VE,1684991668
381,ignalina,55.35,26.1667,17.05000000000001,63,34,2.44,LT,1684991668
382,saint-jean-de-maurienne,45.1667,6.5833,2.2800000000000296,99,100,2.99,FR,1684991669
383,paraiso,9.8383,-83.8656,19.680000000000007,87,95,0.62,CR,1684991669
384,le port,-20.9373,55.2919,24.0,94,99,0.76,RE,1684991669
385,ocos,14.5094,-92.1933,27.100000000000023,79,86,1.3,GT,1684991669
386,kabardinka,44.6514,37.9428,18.100000000000023,88,72,0.56,RU,1684991670
387,saveh,35.0213,50.3566,29.99000000000001,14,80,6.36,IR,1684991670
388,rosarito,32.3333,-117.0333,15.82000000000005,73,2,1.72,MX,1684991408
389,emerald,-23.5333,148.1667,25.75,19,0,4.2,AU,1684991456
390,basco,20.4487,121.9702,27.810000000000002,76,10,3.37,PH,1684991671
391,carutapera,-1.195,-46.02,23.99000000000001,95,88,2.38,BR,1684991671
392,inirida,3.8653,-67.9239,23.480000000000018,97,100,0.47,CO,1684991671
393,kutum,14.2,24.6667,26.980000000000018,21,16,3.0,SD,1684991672
394,hamilton,39.1834,-84.5333,15.689999999999998,61,0,5.14,US,1684991407
395,tamboril,19.4854,-70.611,22.460000000000036,100,75,0.0,DO,1684991672
396,andol,17.8131,78.0772,37.10000000000002,21,45,5.71,IN,1684991673
397,thinadhoo,0.5333,72.9333,28.78000000000003,74,94,4.96,MV,1684991674
398,rawson,-43.3002,-65.1023,10.970000000000027,48,20,9.84,AR,1684991674
399,binji,13.2228,4.9096,31.590000000000032,48,90,4.46,NG,1684991675
400,redencao,-4.2258,-38.7306,22.400000000000034,96,91,0.56,BR,1684991675
401,arraial do cabo,-22.9661,-42.0278,21.850000000000023,83,0,3.39,BR,1684991676
402,dayton,39.7589,-84.1916,14.430000000000007,63,0,7.72,US,1684991413
403,undurkhaan,47.3194,110.6556,14.939999999999998,33,39,5.38,MN,1684991676
404,ostersund,63.1792,14.6357,7.010000000000048,42,40,10.29,SE,1684991676
405,zeya,53.75,127.2667,13.480000000000018,84,100,3.13,RU,1684991677
406,necochea,-38.5473,-58.7368,15.210000000000036,93,100,1.74,AR,1684991677
407,suances,43.4334,-4.0434,14.430000000000007,95,20,3.09,ES,1684991677
408,saint-tropez,43.2693,6.6398,19.120000000000005,90,78,5.56,FR,1684991678
409,santa cruz,-17.8,-63.1667,21.410000000000025,95,65,4.5,BO,1684991678
410,viedma,-40.8135,-62.9967,10.350000000000023,41,37,4.5,AR,1684991678
411,port alfred,-33.5906,26.891,18.390000000000043,45,85,1.58,ZA,1684991647
412,leh,34.1667,77.5833,9.629999999999995,48,43,2.98,IN,1684991679
413,suleja,9.1758,7.1808,24.55000000000001,83,55,1.03,NG,1684991679
414,gadag,15.4167,75.6167,30.930000000000007,38,4,5.42,IN,1684991679
415,nemuro,43.3236,145.575,12.770000000000039,71,2,6.84,JP,1684991680
416,novyy urgal,51.0736,132.5642,26.600000000000023,29,99,5.22,RU,1684991680
417,aral,40.5156,81.2636,22.5,25,100,9.66,CN,1684991681
418,port-cartier,50.0334,-66.8654,7.1200000000000045,73,96,3.6,CA,1684991681
419,tabora,-5.0167,32.8,18.879999999999995,82,0,5.14,TZ,1684991681
420,kovdor,67.5662,30.4758,9.860000000000014,68,100,4.29,RU,1684991682
421,vila velha,-20.3297,-40.2925,19.410000000000025,97,20,0.0,BR,1684991585
422,morki,56.4303,48.9947,22.54000000000002,44,83,4.35,RU,1684991587
423,aljezur,37.3191,-8.8033,15.360000000000014,84,3,1.47,PT,1684991682
424,klyuchi,52.2667,79.1667,19.30000000000001,24,67,4.38,RU,1684991683
425,polyarnyy,69.1989,33.4478,11.650000000000034,61,100,7.89,RU,1684991683
426,ust-tsilma,65.441,52.1498,21.360000000000014,50,97,2.43,RU,1684991683
427,orkney,-26.9802,26.6727,13.79000000000002,50,10,4.54,ZA,1684991684
428,vilyuysk,63.7553,121.6247,11.740000000000009,27,51,4.23,RU,1684991684
429,san pedro,14.35,121.0167,34.08000000000004,64,75,3.09,PH,1684991684
430,hagere maryam,5.6333,38.2333,15.57000000000005,92,100,1.49,ET,1684991684
431,manicore,-5.8092,-61.3003,23.120000000000005,97,95,0.44,BR,1684991685
432,puerto deseado,-47.7503,-65.8938,7.550000000000011,49,67,11.36,AR,1684991685
433,ishikawa,26.4233,127.8214,27.410000000000025,72,75,3.09,JP,1684991686
434,montecristo,8.2971,-74.4733,24.439999999999998,98,100,0.74,CO,1684991686
435,ulsteinvik,62.3432,5.8487,9.310000000000002,83,83,6.71,NO,1684991686
436,ganjam,19.3833,85.0667,34.29000000000002,55,61,5.99,IN,1684991687
437,kolokani,13.5728,-8.0339,30.689999999999998,49,46,0.54,ML,1684991687
438,palikir - national government center,6.9248,158.1611,31.470000000000027,74,75,5.14,FM,1684991687
439,ondjiva,-17.0667,15.7333,13.460000000000036,38,1,0.73,AO,1684991688
440,maslyanino,54.3436,84.2111,14.960000000000036,33,67,3.9,RU,1684991688
441,loiza,18.4313,-65.8802,26.710000000000036,88,34,2.89,PR,1684991688
442,lazaro cardenas,17.9583,-102.2,27.650000000000034,73,100,1.72,MX,1684991689
443,porto novo,6.4965,2.6036,25.900000000000034,93,100,2.29,BJ,1684991689
444,conduaga,8.862,117.4893,29.410000000000025,69,91,3.95,PH,1684991689
445,tashla,51.7716,52.7427,23.650000000000034,39,31,5.07,RU,1684991689
446,maragogi,-9.0122,-35.2225,23.650000000000034,89,13,0.81,BR,1684991690
447,ulety,51.3572,112.4849,12.470000000000027,24,92,6.4,RU,1684991690
448,gypsum,39.6469,-106.9517,12.420000000000016,76,0,1.54,US,1684991691
449,benguela,-12.5763,13.4055,21.870000000000005,88,8,0.92,AO,1684991691
450,brokopondo,4.75,-55.1667,25.090000000000032,92,82,2.5,SR,1684991691
451,birobidzhan,48.8,132.95,26.24000000000001,34,89,6.07,RU,1684991543
452,siwa oasis,29.2041,25.5195,22.730000000000018,52,9,8.6,EG,1684991692
453,kisanga,-7.4362,37.7034,22.5,91,21,0.04,TZ,1684991692
454,sinabang,2.4803,96.3801,29.55000000000001,68,77,0.85,ID,1684991693
455,trairi,-3.2778,-39.2689,23.689999999999998,92,94,3.11,BR,1684991592
456,severo-yeniseyskiy,60.3725,93.0408,5.470000000000027,48,75,3.65,RU,1684991693
457,kuta,-8.7233,115.1723,30.0,74,20,6.26,ID,1684991693
458,mata-utu,-13.2816,-176.1745,27.29000000000002,76,80,2.05,WF,1684991694
459,bam,29.106,58.357,32.35000000000002,13,99,3.07,IR,1684991694
460,palmer,42.1584,-72.3287,10.230000000000018,78,100,7.72,US,1684991694
461,panaba,21.2833,-88.2667,23.980000000000018,85,3,1.57,MX,1684991695
462,coreau,-3.5333,-40.6567,21.810000000000002,94,91,1.39,BR,1684991695
463,kapa'a,22.0752,-159.319,25.99000000000001,78,75,7.2,US,1684991695
464,tchintabaraden,15.8969,5.7985,32.01000000000005,23,79,4.11,NE,1684991695
465,nybro,56.7446,15.9071,14.020000000000039,64,81,3.43,SE,1684991695
466,kismayo,-0.3582,42.5454,27.870000000000005,69,20,5.04,SO,1684991696
467,athni,16.7333,75.0667,32.210000000000036,37,2,4.49,IN,1684991491
468,ceelbuur,4.685,46.6176,25.980000000000018,76,100,5.03,SO,1684991696
469,vecumnieki,56.6064,24.5222,18.140000000000043,71,73,2.19,LV,1684991696
470,gaigeturi,33.4644,126.3183,21.03000000000003,73,40,4.12,KR,1684991697
471,nelson bay,-32.7167,152.15,22.78000000000003,60,100,2.24,AU,1684991697
472,kununurra,-15.7667,128.7333,29.99000000000001,19,7,2.57,AU,1684991697
473,makarov,48.6333,142.8,19.310000000000002,47,94,3.52,RU,1684991698
474,itambe,-15.245,-40.6244,18.390000000000043,97,47,0.85,BR,1684991698
475,grand-bassam,5.2118,-3.7388,25.980000000000018,88,100,2.1,CI,1684991698
476,okha,53.5739,142.9478,5.910000000000025,75,75,6.61,RU,1684991698
477,al kharj,24.155,47.3346,32.32000000000005,23,3,4.96,SA,1684991699
478,dwarka,22.2394,68.9678,29.689999999999998,78,96,9.64,IN,1684991699
479,bonthe,7.5264,-12.505,24.370000000000005,96,100,2.68,SL,1684991699
480,new norfolk,-42.7826,147.0587,13.720000000000027,66,48,4.86,AU,1684991699
481,alaghsas,17.0187,8.0168,32.94,29,47,4.12,NE,1684991700
482,sake,-1.5736,29.045,17.83000000000004,93,36,0.34,CD,1684991635
483,parral,26.9333,-105.6667,23.04000000000002,21,99,5.55,MX,1684991679
484,pisco,-13.7,-76.2167,20.03000000000003,83,16,2.57,PE,1684991700
485,praia da vitoria,38.7333,-27.0667,17.140000000000043,88,75,4.54,PT,1684991701
486,kerikeri,-35.2268,173.9474,16.060000000000002,74,19,2.62,NZ,1684991701
487,quellon,-43.1167,-73.6167,9.140000000000043,93,100,6.17,CL,1684991701
488,tsumeb,-19.2333,17.7167,13.82000000000005,36,5,1.41,NA,1684991702
489,colonia general alfredo stroessner,-25.3667,-55.7,15.680000000000007,87,0,2.11,PY,1684991704
490,guarapari,-20.6667,-40.4975,19.379999999999995,82,24,2.88,BR,1684991704
491,fale old settlement,-9.3852,-171.2468,28.200000000000045,70,36,1.23,TK,1684991705
492,urdinarrain,-32.6857,-58.8932,18.710000000000036,92,99,3.33,AR,1684991706
493,olyokminsk,60.3736,120.4264,15.760000000000048,25,90,3.99,RU,1684991706
494,vadso,70.0744,29.7487,11.490000000000009,62,40,5.66,NO,1684991707
495,gokarna,14.55,74.3167,30.53000000000003,63,8,3.32,IN,1684991707
496,kostomuksha,64.571,30.5767,14.810000000000002,60,100,5.26,RU,1684991707
497,chishmy,54.5765,55.3764,22.129999999999995,44,17,1.84,RU,1684991708
498,rock springs,41.5875,-109.2029,13.910000000000025,67,20,6.71,US,1684991708
499,pielavesi,63.2333,26.75,10.770000000000039,93,100,2.69,FI,1684991709
500,ta`u,-14.2336,-169.5144,27.390000000000043,75,61,0.95,AS,1684991709
501,fada,9.5667,8.3,21.77000000000004,89,83,0.58,NG,1684991709
502,mabaruma,8.2,-59.7833,23.460000000000036,99,54,0.91,GY,1684991710
503,northam,51.0333,-4.2167,10.770000000000039,94,0,1.95,GB,1684991710
504,sovetskaya gavan',48.9723,140.2878,16.340000000000032,58,95,3.58,RU,1684991711
505,labytnangi,66.6572,66.4183,17.04000000000002,50,20,5.9,RU,1684991515
506,namibe,-15.1961,12.1522,18.879999999999995,85,2,5.57,AO,1684991712
507,souillac,-20.5167,57.5167,24.28000000000003,77,55,2.45,MU,1684991712
508,dapa,9.7594,126.0531,30.700000000000045,66,66,6.13,PH,1684991713
509,chardara,41.2547,67.9692,25.27000000000004,24,0,2.94,KZ,1684991713
510,ciudad valles,21.9833,-99.0167,24.920000000000016,79,19,1.58,MX,1684991713
511,medicine hat,50.0501,-110.6683,14.560000000000002,87,100,3.6,CA,1684991714
512,yermolino,55.1949,36.5951,16.910000000000025,85,68,0.45,RU,1684991715
513,bac lieu,9.285,105.7244,33.04000000000002,53,97,5.97,VN,1684991627
514,barlinek,52.9946,15.2186,11.990000000000009,85,1,2.55,PL,1684991716
515,chokwe,-24.5333,32.9833,18.07000000000005,94,0,2.52,MZ,1684991716
516,tomatlan,19.9333,-105.25,23.860000000000014,72,63,1.33,MX,1684991716
517,archangelos,36.2149,28.1149,18.5,74,14,2.34,GR,1684991716
518,cacheu,12.2706,-16.1658,24.05000000000001,62,67,2.1,GW,1684991717
519,nyeri,-0.4201,36.9476,15.450000000000045,93,96,1.05,KE,1684991674
520,al khawr,25.7667,51.3167,36.660000000000025,19,60,5.32,QA,1684991718
521,mahibadhoo,3.7833,72.9667,28.710000000000036,74,95,3.55,MV,1684991718
522,bethanie,-26.4833,17.15,11.220000000000027,50,100,2.99,NA,1684991719
523,illizi,26.4833,8.4667,22.890000000000043,11,100,2.62,DZ,1684991720
524,progreso,21.2833,-89.6667,27.060000000000002,76,0,3.6,MX,1684991720
525,yerofey pavlovich,53.9667,121.9667,11.970000000000027,54,100,3.17,RU,1684991721
526,wattegama,6.7989,81.4808,33.879999999999995,45,14,3.42,LK,1684991721
527,kilju,40.9642,129.3278,23.80000000000001,32,89,6.93,KP,1684991721
528,gannan,47.9147,123.5031,27.510000000000048,25,95,9.28,CN,1684991722
529,martapura,-3.4167,114.85,33.05000000000001,55,40,3.09,ID,1684991722
530,akrehamn,59.2667,5.1833,9.439999999999998,81,75,7.72,NO,1684991723
531,port douglas,-16.4833,145.4667,23.860000000000014,78,73,6.17,AU,1684991723
532,putla villa de guerrero,17.0333,-97.9333,23.04000000000002,86,99,1.52,MX,1684991723
533,khandyga,62.6667,135.6,10.400000000000034,50,88,2.82,RU,1684991724
534,novska,45.3406,16.9769,13.490000000000009,95,78,1.76,HR,1684991724
535,yaren,-0.5472,166.916,28.650000000000034,69,92,0.5,NR,1684991725
536,manakara,-22.1333,48.0167,18.930000000000007,91,89,2.49,MG,1684991725
537,suva,-18.1416,178.4415,22.710000000000036,83,75,1.54,FJ,1684991497
538,chibougamau,49.9168,-74.3659,1.7900000000000205,64,0,3.6,CA,1684991726
539,malango,-2.9627,119.9001,27.33000000000004,67,80,1.83,ID,1684991726
540,kenai,60.5544,-151.2583,14.050000000000011,49,75,2.57,US,1684991515
541,howrah,22.5892,88.3103,33.0,66,40,3.6,IN,1684991727
542,yamada,39.4667,141.95,19.620000000000005,49,84,4.36,JP,1684991727
543,coxen hole,16.3244,-86.5366,28.600000000000023,70,20,5.14,HN,1684991728
544,srikakulam,18.3,83.9,34.400000000000034,47,76,4.59,IN,1684991728
545,danjiangkou,32.5428,111.5086,27.310000000000002,51,76,3.55,CN,1684991728
546,gataia,45.4311,21.43,18.79000000000002,90,1,0.52,RO,1684991729
547,cam ranh,11.9214,109.1591,30.980000000000018,70,20,4.12,VN,1684991729
548,tolanaro,-25.0319,46.9987,20.82000000000005,63,94,1.9,MG,1684991729
549,west valley,46.5921,-120.6051,18.620000000000005,50,40,3.6,US,1684991730
550,san sebastian de la gomera,28.0916,-17.1133,18.200000000000045,59,0,1.54,ES,1684991730
551,gadzhiyevo,69.2551,33.3362,11.650000000000034,61,100,8.27,RU,1684991730
552,akwanga,8.9167,8.3833,23.180000000000007,83,42,0.56,NG,1684991731
553,madaoua,14.073,5.96,31.430000000000007,45,65,5.28,NE,1684991731
554,swift current,50.2834,-107.8014,14.450000000000045,100,75,5.14,CA,1684991732
555,egilsstadir,65.2653,-14.3948,5.9500000000000455,52,40,5.66,IS,1684991732
556,kirando,-7.4167,30.6,23.02000000000004,70,42,2.1,TZ,1684991732
557,pacasmayo,-7.4006,-79.5714,22.730000000000018,81,97,5.17,PE,1684991733
558,colonia,50.9333,6.95,10.54000000000002,86,0,1.54,DE,1684991568
559,cerkno,46.1256,13.9817,17.120000000000005,86,83,1.75,SI,1684991734
560,hasaki,35.7333,140.8333,24.05000000000001,55,100,4.14,JP,1684991734
561,lethem,3.3803,-59.7968,25.02000000000004,88,81,2.39,GY,1684991734
562,yuanping,38.7153,112.7575,26.850000000000023,15,80,8.63,CN,1684991735
563,salmas,38.1973,44.7653,19.74000000000001,49,78,0.84,IR,1684991735
564,paita,-5.0892,-81.1144,23.890000000000043,80,65,4.13,PE,1684991735
565,lewistown,40.5992,-77.5714,11.670000000000016,78,0,5.66,US,1684991466
